COD_DANE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,FECHA1erFIS
25649,25,CUNDINAMARCA,649,SAN BERNARDO,2020-06-11
25653,25,CUNDINAMARCA,653,SAN CAYETANO,2020-08-31
25658,25,CUNDINAMARCA,658,SAN FRANCISCO,2020-05-11
25662,25,CUNDINAMARCA,662,SAN JUAN DE RIOSECO,2020-03-16
25718,25,CUNDINAMARCA,718,SASAIMA,2020-05-28
25736,25,CUNDINAMARCA,736,SESQUILÉ,2020-05-18
25740,25,CUNDINAMARCA,740,SIBATÉ,2020-04-18
25743,25,CUNDINAMARCA,743,SILVANIA,2020-04-28
25745,25,CUNDINAMARCA,745,SIMIJACA,2020-06-05
25754,25,CUNDINAMARCA,754,SOACHA,2020-03-11
25758,25,CUNDINAMARCA,758,SOPÓ,2020-03-17
25769,25,CUNDINAMARCA,769,SUBACHOQUE,2020-03-12
25772,25,CUNDINAMARCA,772,SUESCA,2020-03-29
25777,25,CUNDINAMARCA,777,SUPATÁ,2020-08-03
25779,25,CUNDINAMARCA,779,SUSA,2020-08-31
25781,25,CUNDINAMARCA,781,SUTATAUSA,2020-07-24
25785,25,CUNDINAMARCA,785,TABIO,2020-05-05
25793,25,CUNDINAMARCA,793,TAUSA,2020-07-01
25797,25,CUNDINAMARCA,797,TENA,2020-05-15
25799,25,CUNDINAMARCA,799,TENJO,2020-03-30
25805,25,CUNDINAMARCA,805,TIBACUY,2020-09-07
25815,25,CUNDINAMARCA,815,TOCAIMA,2020-05-30
25817,25,CUNDINAMARCA,817,TOCANCIPÁ,2020-03-14
25839,25,CUNDINAMARCA,839,UBALÁ,2020-06-18
25841,25,CUNDINAMARCA,841,UBAQUE,2020-05-20
25843,25,CUNDINAMARCA,843,VILLA DE SAN DIEGO DE UBATÉ,2020-03-28
25845,25,CUNDINAMARCA,845,UNE,2020-04-26
25851,25,CUNDINAMARCA,851,ÚTICA,2020-07-14
25862,25,CUNDINAMARCA,862,VERGARA,2020-07-25
25867,25,CUNDINAMARCA,867,VIANÍ,2020-05-29
25873,25,CUNDINAMARCA,873,VILLAPINZÓN,2020-03-15
25875,25,CUNDINAMARCA,875,VILLETA,2020-03-17
25878,25,CUNDINAMARCA,878,VIOTÁ,2020-05-22
25885,25,CUNDINAMARCA,885,YACOPÍ,2020-05-14
25898,25,CUNDINAMARCA,898,ZIPACÓN,2020-05-10
25899,25,CUNDINAMARCA,899,ZIPAQUIRÁ,2020-03-10
94001,94,GUAINÍA,1,INÍRIDA,2020-05-18
94663,94,GUAINÍA,663,MAPIRIPANA,2020-06-17
94883,94,GUAINÍA,883,SAN FELIPE,2020-06-12
94884,94,GUAINÍA,884,PUERTO COLOMBIA,2020-06-17
95001,95,GUAVIARE,1,SAN JOSÉ DEL GUAVIARE,2020-06-01
95015,95,GUAVIARE,15,CALAMAR,2020-07-27
95025,95,GUAVIARE,25,EL RETORNO,2020-08-08
95200,95,GUAVIARE,200,MIRAFLORES,2020-07-12
5079,5,ANTIOQUIA,79,BARBOSA,2020-04-15
5088,5,ANTIOQUIA,88,BELLO,2020-03-09
5819,5,ANTIOQUIA,819,TOLEDO,2020-07-11
5887,5,ANTIOQUIA,887,YARUMAL,2020-06-01
41001,41,HUILA,1,NEIVA,2020-03-06
41006,41,HUILA,6,ACEVEDO,2020-04-13
41013,41,HUILA,13,AGRADO,2020-03-26
41016,41,HUILA,16,AIPE,2020-04-13
41020,41,HUILA,20,ALGECIRAS,2020-04-23
41026,41,HUILA,26,ALTAMIRA,2020-07-08
41132,41,HUILA,132,CAMPOALEGRE,2020-05-08
41244,41,HUILA,244,ELÍAS,2020-07-22
41298,41,HUILA,298,GARZÓN,2020-03-19
41306,41,HUILA,306,GIGANTE,2020-03-30
41319,41,HUILA,319,GUADALUPE,2020-07-13
41349,41,HUILA,349,HOBO,2020-07-10
41357,41,HUILA,357,ÍQUIRA,2020-07-20
41359,41,HUILA,359,ISNOS,2020-04-11
41378,41,HUILA,378,LA ARGENTINA,2020-07-08
41396,41,HUILA,396,LA PLATA,2020-04-20
41483,41,HUILA,483,NÁTAGA,2020-03-30
41503,41,HUILA,503,OPORAPA,2020-04-18
41518,41,HUILA,518,PAICOL,2020-04-22
41524,41,HUILA,524,PALERMO,2020-03-18
41530,41,HUILA,530,PALESTINA,2020-05-14
41548,41,HUILA,548,PITAL,2020-07-01
41551,41,HUILA,551,PITALITO,2020-03-26
41615,41,HUILA,615,RIVERA,2020-03-05
41660,41,HUILA,660,SALADOBLANCO,2020-05-02
41668,41,HUILA,668,SAN AGUSTÍN,2020-03-14
41676,41,HUILA,676,SANTA MARÍA,2020-06-26
41770,41,HUILA,770,SUAZA,2020-07-08
41791,41,HUILA,791,TARQUI,2020-07-08
41797,41,HUILA,797,TESALIA,2020-08-07
41801,41,HUILA,801,TERUEL,2020-07-24
41807,41,HUILA,807,TIMANÁ,2020-04-04
41885,41,HUILA,885,YAGUARÁ,2020-03-25
44001,44,LA GUAJIRA,1,RIOHACHA,2020-03-14
44035,44,LA GUAJIRA,35,ALBANIA,2020-04-23
44078,44,LA GUAJIRA,78,BARRANCAS,2020-05-14
44090,44,LA GUAJIRA,90,DIBULLA,2020-05-09
44098,44,LA GUAJIRA,98,DISTRACCIÓN,2020-04-01
44110,44,LA GUAJIRA,110,EL MOLINO,2020-06-29
44279,44,LA GUAJIRA,279,FONSECA,2020-04-28
44378,44,LA GUAJIRA,378,HATONUEVO,2020-05-19
44420,44,LA GUAJIRA,420,LA JAGUA DEL PILAR,2020-07-03
44430,44,LA GUAJIRA,430,MAICAO,2020-04-22
44560,44,LA GUAJIRA,560,MANAURE,2020-04-30
44650,44,LA GUAJIRA,650,SAN JUAN DEL CESAR,2020-04-10
44847,44,LA GUAJIRA,847,URIBIA,2020-05-23
44855,44,LA GUAJIRA,855,URUMITA,2020-06-30
44874,44,LA GUAJIRA,874,VILLANUEVA,2020-06-24
41078,41,HUILA,78,BARAYA,2020-07-10
47030,47,MAGDALENA,30,ALGARROBO,2020-07-04
47053,47,MAGDALENA,53,ARACATACA,2020-05-08
47058,47,MAGDALENA,58,ARIGUANÍ,2020-05-25
47161,47,MAGDALENA,161,CERRO DE SAN ANTONIO,2020-05-15
47170,47,MAGDALENA,170,CHIVOLO,2020-06-28
47189,47,MAGDALENA,189,CIÉNAGA,2020-03-21
47205,47,MAGDALENA,205,CONCORDIA,2020-06-20
47258,47,MAGDALENA,258,EL PIÑÓN,2020-05-14
47268,47,MAGDALENA,268,EL RETÉN,2020-05-05
47288,47,MAGDALENA,288,FUNDACIÓN,2020-04-30
47318,47,MAGDALENA,318,GUAMAL,2020-06-17
47460,47,MAGDALENA,460,NUEVA GRANADA,2020-06-25
47541,47,MAGDALENA,541,PEDRAZA,2020-06-23
47545,47,MAGDALENA,545,PIJIÑO DEL CARMEN,2020-06-16
47551,47,MAGDALENA,551,PIVIJAY,2020-05-06
47555,47,MAGDALENA,555,PLATO,2020-06-06
47570,47,MAGDALENA,570,PUEBLOVIEJO,2020-04-13
47605,47,MAGDALENA,605,REMOLINO,2020-06-08
47660,47,MAGDALENA,660,SABANAS DE SAN ÁNGEL,2020-07-24
47675,47,MAGDALENA,675,SALAMINA,2020-07-24
47692,47,MAGDALENA,692,SAN SEBASTIÁN DE BUENAVISTA,2020-05-03
47703,47,MAGDALENA,703,SAN ZENÓN,2020-07-03
47707,47,MAGDALENA,707,SANTA ANA,2020-06-08
47720,47,MAGDALENA,720,SANTA BÁRBARA DE PINTO,2020-06-26
47745,47,MAGDALENA,745,SITIONUEVO,2020-05-03
47798,47,MAGDALENA,798,TENERIFE,2020-07-23
47960,47,MAGDALENA,960,ZAPAYÁN,2020-07-21
47980,47,MAGDALENA,980,ZONA BANANERA,2020-03-26
47001,47,MAGDALENA,1,SANTA MARTA,2020-02-29
50001,50,META,1,VILLAVICENCIO,2020-03-09
50006,50,META,6,ACACÍAS,2020-03-29
50110,50,META,110,BARRANCA DE UPÍA,2020-08-24
50124,50,META,124,CABUYARO,2020-05-13
50150,50,META,150,CASTILLA LA NUEVA,2020-06-26
50223,50,META,223,CUBARRAL,2020-07-07
50226,50,META,226,CUMARAL,2020-05-19
50251,50,META,251,EL CASTILLO,2020-07-02
50270,50,META,270,EL DORADO,2020-08-25
50287,50,META,287,FUENTE DE ORO,2020-07-18
50313,50,META,313,GRANADA,2020-04-14
50318,50,META,318,GUAMAL,2020-07-28
50325,50,META,325,MAPIRIPÁN,2020-07-03
50330,50,META,330,MESETAS,2020-06-25
50350,50,META,350,LA MACARENA,2020-07-28
50370,50,META,370,URIBE,2020-08-16
50400,50,META,400,LEJANÍAS,2020-08-08
50450,50,META,450,PUERTO CONCORDIA,2020-08-09
50568,50,META,568,PUERTO GAITÁN,2020-05-07
50573,50,META,573,PUERTO LÓPEZ,2020-05-03
50577,50,META,577,PUERTO LLERAS,2020-08-22
50590,50,META,590,PUERTO RICO,2020-08-21
50606,50,META,606,RESTREPO,2020-04-25
50680,50,META,680,SAN CARLOS DE GUAROA,2020-05-06
50683,50,META,683,SAN JUAN DE ARAMA,2020-04-28
50689,50,META,689,SAN MARTÍN,2020-06-16
50711,50,META,711,VISTAHERMOSA,2020-08-12
52001,52,NARIÑO,1,PASTO,2020-03-15
52019,52,NARIÑO,19,ALBÁN,2020-06-09
52022,52,NARIÑO,22,ALDANA,2020-05-24
52036,52,NARIÑO,36,ANCUYA,2020-04-23
52051,52,NARIÑO,51,ARBOLEDA,2020-05-25
52079,52,NARIÑO,79,BARBACOAS,2020-05-20
52083,52,NARIÑO,83,BELÉN,2020-04-14
52110,52,NARIÑO,110,BUESACO,2020-07-08
52203,52,NARIÑO,203,COLÓN,2020-05-30
52207,52,NARIÑO,207,CONSACÁ,2020-06-21
52210,52,NARIÑO,210,CONTADERO,2020-03-21
52215,52,NARIÑO,215,CÓRDOBA,2020-05-20
52224,52,NARIÑO,224,CUASPUD CARLOSAMA,2020-04-15
52227,52,NARIÑO,227,CUMBAL,2020-03-16
52233,52,NARIÑO,233,CUMBITARA,2020-03-19
52240,52,NARIÑO,240,CHACHAGÜÍ,2020-05-19
52250,52,NARIÑO,250,EL CHARCO,2020-05-14
52254,52,NARIÑO,254,EL PEÑOL,2020-06-02
52256,52,NARIÑO,256,EL ROSARIO,2020-08-21
52260,52,NARIÑO,260,EL TAMBO,2020-05-23
52287,52,NARIÑO,287,FUNES,2020-06-25
52317,52,NARIÑO,317,GUACHUCAL,2020-04-10
52320,52,NARIÑO,320,GUAITARILLA,2020-05-22
52323,52,NARIÑO,323,GUALMATÁN,2020-07-22
52352,52,NARIÑO,352,ILES,2020-07-21
52354,52,NARIÑO,354,IMUÉS,2020-05-23
52356,52,NARIÑO,356,IPIALES,2020-03-19
52378,52,NARIÑO,378,LA CRUZ,2020-05-06
52381,52,NARIÑO,381,LA FLORIDA,2020-04-24
52385,52,NARIÑO,385,LA LLANADA,2020-05-07
52390,52,NARIÑO,390,LA TOLA,2020-04-23
52399,52,NARIÑO,399,LA UNIÓN,2020-03-15
52405,52,NARIÑO,405,LEIVA,2020-06-30
52411,52,NARIÑO,411,LINARES,2020-04-27
52418,52,NARIÑO,418,LOS ANDES,2020-06-25
52427,52,NARIÑO,427,MAGÜÍ,2020-04-24
52435,52,NARIÑO,435,MALLAMA,2020-05-10
52473,52,NARIÑO,473,MOSQUERA,2020-04-15
52480,52,NARIÑO,480,NARIÑO,2020-05-23
52490,52,NARIÑO,490,OLAYA HERRERA,2020-05-15
52506,52,NARIÑO,506,OSPINA,2020-08-15
52520,52,NARIÑO,520,FRANCISCO PIZARRO,2020-05-08
52540,52,NARIÑO,540,POLICARPA,2020-08-10
52560,52,NARIÑO,560,POTOSÍ,2020-04-18
52565,52,NARIÑO,565,PROVIDENCIA,2020-08-24
52573,52,NARIÑO,573,PUERRES,2020-05-18
52585,52,NARIÑO,585,PUPIALES,2020-05-22
52612,52,NARIÑO,612,RICAURTE,2020-05-25
52621,52,NARIÑO,621,ROBERTO PAYÁN,2020-05-22
52678,52,NARIÑO,678,SAMANIEGO,2020-06-02
52683,52,NARIÑO,683,SANDONÁ,2020-05-27
52685,52,NARIÑO,685,SAN BERNARDO,2020-05-13
52687,52,NARIÑO,687,SAN LORENZO,2020-05-26
52693,52,NARIÑO,693,SAN PABLO,2020-05-10
52694,52,NARIÑO,694,SAN PEDRO DE CARTAGO,2020-07-03
52696,52,NARIÑO,696,SANTA BÁRBARA,2020-05-05
52699,52,NARIÑO,699,SANTACRUZ,2020-07-14
52720,52,NARIÑO,720,SAPUYES,2020-07-27
52786,52,NARIÑO,786,TAMINANGO,2020-05-29
52788,52,NARIÑO,788,TANGUA,2020-07-16
52835,52,NARIÑO,835,SAN ANDRÉS DE TUMACO,2020-03-20
52838,52,NARIÑO,838,TÚQUERRES,2020-04-12
52885,52,NARIÑO,885,YACUANQUER,2020-05-22
54001,54,NORTE DE SANTANDER,1,SAN JOSÉ DE CÚCUTA,2020-03-11
54003,54,NORTE DE SANTANDER,3,ÁBREGO,2020-04-23
54051,54,NORTE DE SANTANDER,51,ARBOLEDAS,2020-07-04
54099,54,NORTE DE SANTANDER,99,BOCHALEMA,2020-06-18
54109,54,NORTE DE SANTANDER,109,BUCARASICA,2020-07-23
54125,54,NORTE DE SANTANDER,125,CÁCOTA,2020-04-22
54128,54,NORTE DE SANTANDER,128,CÁCHIRA,2020-08-16
54172,54,NORTE DE SANTANDER,172,CHINÁCOTA,2020-07-03
54174,54,NORTE DE SANTANDER,174,CHITAGÁ,2020-06-17
54206,54,NORTE DE SANTANDER,206,CONVENCIÓN,2020-05-18
54223,54,NORTE DE SANTANDER,223,CUCUTILLA,2020-07-23
54239,54,NORTE DE SANTANDER,239,DURANIA,2020-06-28
54245,54,NORTE DE SANTANDER,245,EL CARMEN,2020-07-11
54250,54,NORTE DE SANTANDER,250,EL TARRA,2020-07-07
54261,54,NORTE DE SANTANDER,261,EL ZULIA,2020-05-05
54313,54,NORTE DE SANTANDER,313,GRAMALOTE,2020-07-04
54344,54,NORTE DE SANTANDER,344,HACARÍ,2020-07-28
54347,54,NORTE DE SANTANDER,347,HERRÁN,2020-08-08
54377,54,NORTE DE SANTANDER,377,LABATECA,2020-06-08
54385,54,NORTE DE SANTANDER,385,LA ESPERANZA,2020-06-29
54398,54,NORTE DE SANTANDER,398,LA PLAYA,2020-05-18
54405,54,NORTE DE SANTANDER,405,LOS PATIOS,2020-03-15
54418,54,NORTE DE SANTANDER,418,LOURDES,2020-07-21
54480,54,NORTE DE SANTANDER,480,MUTISCUA,2020-06-08
54498,54,NORTE DE SANTANDER,498,OCAÑA,2020-03-24
54518,54,NORTE DE SANTANDER,518,PAMPLONA,2020-04-13
54520,54,NORTE DE SANTANDER,520,PAMPLONITA,2020-06-13
54553,54,NORTE DE SANTANDER,553,PUERTO SANTANDER,2020-03-22
54599,54,NORTE DE SANTANDER,599,RAGONVALIA,2020-06-24
54660,54,NORTE DE SANTANDER,660,SALAZAR,2020-08-08
54670,54,NORTE DE SANTANDER,670,SAN CALIXTO,2020-07-10
54673,54,NORTE DE SANTANDER,673,SAN CAYETANO,2020-07-09
54680,54,NORTE DE SANTANDER,680,SANTIAGO,2020-06-15
54720,54,NORTE DE SANTANDER,720,SARDINATA,2020-06-11
54743,54,NORTE DE SANTANDER,743,SILOS,2020-06-08
54800,54,NORTE DE SANTANDER,800,TEORAMA,2020-06-29
54810,54,NORTE DE SANTANDER,810,TIBÚ,2020-04-22
54820,54,NORTE DE SANTANDER,820,TOLEDO,2020-04-22
54871,54,NORTE DE SANTANDER,871,VILLA CARO,2020-07-21
54874,54,NORTE DE SANTANDER,874,VILLA DEL ROSARIO,2020-03-14
86001,86,PUTUMAYO,1,MOCOA,2020-05-18
86219,86,PUTUMAYO,219,COLÓN,2020-05-12
86320,86,PUTUMAYO,320,ORITO,2020-05-14
86568,86,PUTUMAYO,568,PUERTO ASÍS,2020-05-03
86569,86,PUTUMAYO,569,PUERTO CAICEDO,2020-07-02
86571,86,PUTUMAYO,571,PUERTO GUZMÁN,2020-04-15
86573,86,PUTUMAYO,573,PUERTO LEGUÍZAMO,2020-04-29
86749,86,PUTUMAYO,749,SIBUNDOY,2020-07-06
86757,86,PUTUMAYO,757,SAN MIGUEL,2020-05-13
86760,86,PUTUMAYO,760,SANTIAGO,2020-06-25
86865,86,PUTUMAYO,865,VALLE DEL GUAMUEZ,2020-05-20
86885,86,PUTUMAYO,885,VILLAGARZÓN,2020-06-27
63001,63,QUINDÍO,1,ARMENIA,2020-03-08
63111,63,QUINDÍO,111,BUENAVISTA,2020-07-25
63130,63,QUINDÍO,130,CALARCÁ,2020-03-17
63190,63,QUINDÍO,190,CIRCASIA,2020-03-18
63212,63,QUINDÍO,212,CÓRDOBA,2020-04-29
63272,63,QUINDÍO,272,FILANDIA,2020-03-16
63302,63,QUINDÍO,302,GÉNOVA,2020-07-10
63401,63,QUINDÍO,401,LA TEBAIDA,2020-04-02
63470,63,QUINDÍO,470,MONTENEGRO,2020-03-13
63548,63,QUINDÍO,548,PIJAO,2020-08-05
63594,63,QUINDÍO,594,QUIMBAYA,2020-05-07
63690,63,QUINDÍO,690,SALENTO,2020-07-09
5361,5,ANTIOQUIA,361,ITUANGO,2020-05-02
5543,5,ANTIOQUIA,543,PEQUE,2020-07-03
66001,66,RISARALDA,1,PEREIRA,2020-03-04
66045,66,RISARALDA,45,APÍA,2020-07-16
66075,66,RISARALDA,75,BALBOA,2020-06-24
66088,66,RISARALDA,88,BELÉN DE UMBRÍA,2020-05-20
66170,66,RISARALDA,170,DOSQUEBRADAS,2020-03-10
66383,66,RISARALDA,383,LA CELIA,2020-06-08
66400,66,RISARALDA,400,LA VIRGINIA,2020-04-12
66440,66,RISARALDA,440,MARSELLA,2020-06-26
66456,66,RISARALDA,456,MISTRATÓ,2020-08-04
66572,66,RISARALDA,572,PUEBLO RICO,2020-06-06
66682,66,RISARALDA,682,SANTA ROSA DE CABAL,2020-03-21
66687,66,RISARALDA,687,SANTUARIO,2020-06-18
68001,68,SANTANDER,1,BUCARAMANGA,2020-03-12
68013,68,SANTANDER,13,AGUADA,2020-07-05
68020,68,SANTANDER,20,ALBANIA,2020-09-10
68051,68,SANTANDER,51,ARATOCA,2020-07-17
68077,68,SANTANDER,77,BARBOSA,2020-05-23
68079,68,SANTANDER,79,BARICHARA,2020-06-14
68081,68,SANTANDER,81,BARRANCABERMEJA,2020-03-22
68092,68,SANTANDER,92,BETULIA,2020-07-27
68101,68,SANTANDER,101,BOLÍVAR,2020-07-22
68132,68,SANTANDER,132,CALIFORNIA,2020-07-15
68147,68,SANTANDER,147,CAPITANEJO,2020-07-30
68152,68,SANTANDER,152,CARCASÍ,2020-07-21
68160,68,SANTANDER,160,CEPITÁ,2020-07-02
68162,68,SANTANDER,162,CERRITO,2020-08-11
68167,68,SANTANDER,167,CHARALÁ,2020-07-21
68176,68,SANTANDER,176,CHIMA,2020-07-26
68179,68,SANTANDER,179,CHIPATÁ,2020-07-27
68190,68,SANTANDER,190,CIMITARRA,2020-03-26
68207,68,SANTANDER,207,CONCEPCIÓN,2020-03-28
68209,68,SANTANDER,209,CONFINES,2020-07-11
68211,68,SANTANDER,211,CONTRATACIÓN,2020-08-06
68217,68,SANTANDER,217,COROMORO,2020-07-22
68229,68,SANTANDER,229,CURITÍ,2020-03-22
68235,68,SANTANDER,235,EL CARMEN DE CHUCURÍ,2020-07-12
68245,68,SANTANDER,245,EL GUACAMAYO,2020-07-30
68250,68,SANTANDER,250,EL PEÑÓN,2020-06-26
68255,68,SANTANDER,255,EL PLAYÓN,2020-07-10
68264,68,SANTANDER,264,ENCINO,2020-08-14
68266,68,SANTANDER,266,ENCISO,2020-08-30
68271,68,SANTANDER,271,FLORIÁN,2020-08-08
68276,68,SANTANDER,276,FLORIDABLANCA,2020-03-12
68296,68,SANTANDER,296,GALÁN,2020-06-29
68298,68,SANTANDER,298,GÁMBITA,2020-08-26
68307,68,SANTANDER,307,GIRÓN,2020-04-25
68318,68,SANTANDER,318,GUACA,2020-07-31
68322,68,SANTANDER,322,GUAPOTÁ,2020-03-27
68324,68,SANTANDER,324,GUAVATÁ,2020-07-14
68327,68,SANTANDER,327,GÜEPSA,2020-09-10
68344,68,SANTANDER,344,HATO,2020-07-06
68377,68,SANTANDER,377,LA BELLEZA,2020-06-01
68385,68,SANTANDER,385,LANDÁZURI,2020-07-08
68397,68,SANTANDER,397,LA PAZ,2020-05-28
68406,68,SANTANDER,406,LEBRIJA,2020-05-15
68418,68,SANTANDER,418,LOS SANTOS,2020-07-01
68425,68,SANTANDER,425,MACARAVITA,2020-08-29
68432,68,SANTANDER,432,MÁLAGA,2020-06-09
68444,68,SANTANDER,444,MATANZA,2020-07-06
68464,68,SANTANDER,464,MOGOTES,2020-07-02
68468,68,SANTANDER,468,MOLAGAVITA,2020-07-29
68500,68,SANTANDER,500,OIBA,2020-06-29
68502,68,SANTANDER,502,ONZAGA,2020-06-26
68533,68,SANTANDER,533,PÁRAMO,2020-07-13
68547,68,SANTANDER,547,PIEDECUESTA,2020-03-31
68549,68,SANTANDER,549,PINCHOTE,2020-07-10
68572,68,SANTANDER,572,PUENTE NACIONAL,2020-09-15
68573,68,SANTANDER,573,PUERTO PARRA,2020-06-20
68575,68,SANTANDER,575,PUERTO WILCHES,2020-06-12
68615,68,SANTANDER,615,RIONEGRO,2020-06-20
68655,68,SANTANDER,655,SABANA DE TORRES,2020-06-08
68669,68,SANTANDER,669,SAN ANDRÉS,2020-07-20
68673,68,SANTANDER,673,SAN BENITO,2020-07-15
68679,68,SANTANDER,679,SAN GIL,2020-06-12
68682,68,SANTANDER,682,SAN JOAQUÍN,2020-06-29
68684,68,SANTANDER,684,SAN JOSÉ DE MIRANDA,2020-07-12
68689,68,SANTANDER,689,SAN VICENTE DE CHUCURÍ,2020-06-03
68705,68,SANTANDER,705,SANTA BÁRBARA,2020-08-06
68720,68,SANTANDER,720,SANTA HELENA DEL OPÓN,2020-07-03
68755,68,SANTANDER,755,SOCORRO,2020-05-12
68770,68,SANTANDER,770,SUAITA,2020-06-08
68773,68,SANTANDER,773,SUCRE,2020-07-20
68820,68,SANTANDER,820,TONA,2020-07-19
68855,68,SANTANDER,855,VALLE DE SAN JOSÉ,2020-07-05
68861,68,SANTANDER,861,VÉLEZ,2020-07-05
68867,68,SANTANDER,867,VETAS,2020-07-30
68872,68,SANTANDER,872,VILLANUEVA,2020-05-05
68895,68,SANTANDER,895,ZAPATOCA,2020-07-07
70001,70,SUCRE,1,SINCELEJO,2020-03-20
70110,70,SUCRE,110,BUENAVISTA,2020-05-19
70124,70,SUCRE,124,CAIMITO,2020-06-04
70204,70,SUCRE,204,COLOSÓ,2020-06-04
70215,70,SUCRE,215,COROZAL,2020-05-18
70221,70,SUCRE,221,COVEÑAS,2020-06-12
70230,70,SUCRE,230,CHALÁN,2020-06-10
70233,70,SUCRE,233,EL ROBLE,2020-06-08
70235,70,SUCRE,235,GALERAS,2020-06-08
70265,70,SUCRE,265,GUARANDA,2020-06-06
70400,70,SUCRE,400,LA UNIÓN,2020-06-03
70418,70,SUCRE,418,LOS PALMITOS,2020-05-07
70429,70,SUCRE,429,MAJAGUAL,2020-06-05
70473,70,SUCRE,473,MORROA,2020-05-10
70508,70,SUCRE,508,OVEJAS,2020-06-13
70523,70,SUCRE,523,PALMITO,2020-06-03
70670,70,SUCRE,670,SAMPUÉS,2020-05-26
70678,70,SUCRE,678,SAN BENITO ABAD,2020-06-15
70702,70,SUCRE,702,SAN JUAN DE BETULIA,2020-05-28
70708,70,SUCRE,708,SAN MARCOS,2020-05-25
70713,70,SUCRE,713,SAN ONOFRE,2020-05-16
70717,70,SUCRE,717,SAN PEDRO,2020-05-29
70742,70,SUCRE,742,SAN LUIS DE SINCÉ,2020-05-08
70771,70,SUCRE,771,SUCRE,2020-05-27
70820,70,SUCRE,820,SANTIAGO DE TOLÚ,2020-06-02
70823,70,SUCRE,823,SAN JOSÉ DE TOLUVIEJO,2020-06-04
5206,5,ANTIOQUIA,206,CONCEPCIÓN,2020-07-01
5212,5,ANTIOQUIA,212,COPACABANA,2020-03-29
5308,5,ANTIOQUIA,308,GIRARDOTA,2020-05-29
73001,73,TOLIMA,1,IBAGUÉ,2020-03-10
73026,73,TOLIMA,26,ALVARADO,2020-07-27
73030,73,TOLIMA,30,AMBALEMA,2020-07-18
73043,73,TOLIMA,43,ANZOÁTEGUI,2020-06-30
73055,73,TOLIMA,55,ARMERO,2020-07-23
73067,73,TOLIMA,67,ATACO,2020-08-18
73124,73,TOLIMA,124,CAJAMARCA,2020-07-20
73148,73,TOLIMA,148,CARMEN DE APICALÁ,2020-07-21
73152,73,TOLIMA,152,CASABIANCA,2020-07-02
73168,73,TOLIMA,168,CHAPARRAL,2020-06-05
73200,73,TOLIMA,200,COELLO,2020-08-01
73217,73,TOLIMA,217,COYAIMA,2020-06-06
73226,73,TOLIMA,226,CUNDAY,2020-07-25
73268,73,TOLIMA,268,ESPINAL,2020-03-27
73275,73,TOLIMA,275,FLANDES,2020-05-07
73283,73,TOLIMA,283,FRESNO,2020-06-07
73319,73,TOLIMA,319,GUAMO,2020-04-14
73347,73,TOLIMA,347,HERVEO,2020-07-01
73349,73,TOLIMA,349,HONDA,2020-05-08
73352,73,TOLIMA,352,ICONONZO,2020-07-08
73408,73,TOLIMA,408,LÉRIDA,2020-06-19
73411,73,TOLIMA,411,LÍBANO,2020-05-11
73443,73,TOLIMA,443,SAN SEBASTIÁN DE MARIQUITA,2020-05-16
73449,73,TOLIMA,449,MELGAR,2020-03-03
73504,73,TOLIMA,504,ORTEGA,2020-07-08
73520,73,TOLIMA,520,PALOCABILDO,2020-07-25
73547,73,TOLIMA,547,PIEDRAS,2020-05-07
73555,73,TOLIMA,555,PLANADAS,2020-04-23
73563,73,TOLIMA,563,PRADO,2020-07-22
73585,73,TOLIMA,585,PURIFICACIÓN,2020-07-16
73616,73,TOLIMA,616,RIOBLANCO,2020-07-03
73624,73,TOLIMA,624,ROVIRA,2020-04-30
73671,73,TOLIMA,671,SALDAÑA,2020-07-04
73675,73,TOLIMA,675,SAN ANTONIO,2020-06-10
73678,73,TOLIMA,678,SAN LUIS,2020-05-03
73770,73,TOLIMA,770,SUÁREZ,2020-07-24
73854,73,TOLIMA,854,VALLE DE SAN JUAN,2020-07-18
73861,73,TOLIMA,861,VENADILLO,2020-07-19
73870,73,TOLIMA,870,VILLAHERMOSA,2020-08-15
73873,73,TOLIMA,873,VILLARRICA,2020-06-10
76109,76,VALLE DEL CAUCA,109,BUENAVENTURA,2020-03-23
76001,76,VALLE DEL CAUCA,1,SANTIAGO DE CALI,2020-03-02
76020,76,VALLE DEL CAUCA,20,ALCALÁ,2020-04-22
76036,76,VALLE DEL CAUCA,36,ANDALUCÍA,2020-03-28
76041,76,VALLE DEL CAUCA,41,ANSERMANUEVO,2020-06-02
76054,76,VALLE DEL CAUCA,54,ARGELIA,2020-05-07
76100,76,VALLE DEL CAUCA,100,BOLÍVAR,2020-07-16
76111,76,VALLE DEL CAUCA,111,GUADALAJARA DE BUGA,2020-03-01
76113,76,VALLE DEL CAUCA,113,BUGALAGRANDE,2020-04-01
76122,76,VALLE DEL CAUCA,122,CAICEDONIA,2020-06-10
76126,76,VALLE DEL CAUCA,126,CALIMA,2020-03-15
76130,76,VALLE DEL CAUCA,130,CANDELARIA,2020-03-23
76147,76,VALLE DEL CAUCA,147,CARTAGO,2020-03-07
76233,76,VALLE DEL CAUCA,233,DAGUA,2020-04-02
76243,76,VALLE DEL CAUCA,243,EL ÁGUILA,2020-06-17
76246,76,VALLE DEL CAUCA,246,EL CAIRO,2020-05-25
