COD_DANE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,FECHA1erFIS
76248,76,VALLE DEL CAUCA,248,EL CERRITO,2020-03-25
76250,76,VALLE DEL CAUCA,250,EL DOVIO,2020-03-12
76275,76,VALLE DEL CAUCA,275,FLORIDA,2020-03-30
76306,76,VALLE DEL CAUCA,306,GINEBRA,2020-03-26
76318,76,VALLE DEL CAUCA,318,GUACARÍ,2020-03-26
76364,76,VALLE DEL CAUCA,364,JAMUNDÍ,2020-03-22
76377,76,VALLE DEL CAUCA,377,LA CUMBRE,2020-04-06
76400,76,VALLE DEL CAUCA,400,LA UNIÓN,2020-03-12
76403,76,VALLE DEL CAUCA,403,LA VICTORIA,2020-07-06
76497,76,VALLE DEL CAUCA,497,OBANDO,2020-05-21
76520,76,VALLE DEL CAUCA,520,PALMIRA,2020-03-07
76563,76,VALLE DEL CAUCA,563,PRADERA,2020-05-01
76606,76,VALLE DEL CAUCA,606,RESTREPO,2020-04-27
76616,76,VALLE DEL CAUCA,616,RIOFRÍO,2020-07-28
76622,76,VALLE DEL CAUCA,622,ROLDANILLO,2020-04-27
76670,76,VALLE DEL CAUCA,670,SAN PEDRO,2020-03-10
76736,76,VALLE DEL CAUCA,736,SEVILLA,2020-05-29
76823,76,VALLE DEL CAUCA,823,TORO,2020-07-12
76828,76,VALLE DEL CAUCA,828,TRUJILLO,2020-03-16
76834,76,VALLE DEL CAUCA,834,TULUÁ,2020-03-09
76845,76,VALLE DEL CAUCA,845,ULLOA,2020-03-20
76863,76,VALLE DEL CAUCA,863,VERSALLES,2020-06-28
76869,76,VALLE DEL CAUCA,869,VIJES,2020-04-13
76890,76,VALLE DEL CAUCA,890,YOTOCO,2020-04-02
76892,76,VALLE DEL CAUCA,892,YUMBO,2020-03-08
76895,76,VALLE DEL CAUCA,895,ZARZAL,2020-06-10
97001,97,VAUPÉS,1,MITÚ,2020-05-07
97161,97,VAUPÉS,161,CARURÚ,2020-08-27
97666,97,VAUPÉS,666,TARAIRA,2020-06-12
97889,97,VAUPÉS,889,YAVARATÉ,2020-05-26
99001,99,VICHADA,1,PUERTO CARREÑO,2020-05-29
99524,99,VICHADA,524,LA PRIMAVERA,2020-07-15
99773,99,VICHADA,773,CUMARIBO,2020-07-31
27493,27,CHOCÓ,493,NUEVO BELÉN DE BAJIRÁ,2025-01-01
27425,27,CHOCÓ,425,MEDIO ATRATO,2025-01-01
27745,27,CHOCÓ,745,SIPÍ,2025-01-01
91536,91,AMAZONAS,536,PUERTO ARICA,2025-01-01
91263,91,AMAZONAS,263,EL ENCANTO,2025-01-01
91430,91,AMAZONAS,430,LA VICTORIA,2025-01-01
27660,27,CHOCÓ,660,SAN JOSÉ DEL PALMAR,2025-01-01
91530,91,AMAZONAS,530,PUERTO ALEGRÍA,2025-01-01
94888,94,GUAINÍA,888,MORICHAL,2025-01-01
91460,91,AMAZONAS,460,MIRITÍ - PARANÁ,2025-01-01
50245,50,META,245,EL CALVARIO,2025-01-01
50686,50,META,686,SAN JUANITO,2025-01-01
94887,94,GUAINÍA,887,PANA PANA,2025-01-01
94886,94,GUAINÍA,886,CACAHUAL,2025-01-01
94885,94,GUAINÍA,885,LA GUADALUPE,2025-01-01
27372,27,CHOCÓ,372,JURADÓ,2025-01-01
97511,97,VAUPÉS,511,PACOA,2025-01-01
15276,15,BOYACÁ,276,FLORESTA,2025-01-01
15839,15,BOYACÁ,839,TUTAZÁ,2025-01-01
15755,15,BOYACÁ,755,SOCOTÁ,2025-01-01
15114,15,BOYACÁ,114,BUSBANZÁ,2025-01-01
15092,15,BOYACÁ,92,BETÉITIVA,2025-01-01
15621,15,BOYACÁ,621,RONDÓN,2025-01-01
15762,15,BOYACÁ,762,SORA,2025-01-01
25807,25,CUNDINAMARCA,807,TIBIRITA,2025-01-01
97777,97,VAUPÉS,777,PAPUNAHUA,2025-01-01
25368,25,CUNDINAMARCA,368,JERUSALÉN,2025-01-01
86755,86,PUTUMAYO,755,SAN FRANCISCO,2025-01-01
15550,15,BOYACÁ,550,PISBA,2025-01-01
15377,15,BOYACÁ,377,LABRANZAGRANDE,2025-01-01
85300,85,CASANARE,300,SABANALARGA,2025-01-01
15236,15,BOYACÁ,236,CHIVOR,2025-01-01
15778,15,BOYACÁ,778,SUTATENZA,2025-01-01
15761,15,BOYACÁ,761,SOMONDOCO,2025-01-01
15172,15,BOYACÁ,172,CHINAVITA,2025-01-01
15022,15,BOYACÁ,22,ALMEIDA,2025-01-01
5483,5,ANTIOQUIA,483,NARIÑO,2025-01-01
5895,5,ANTIOQUIA,895,ZARAGOZA,2020-06-23
81220,81,ARAUCA,220,CRAVO NORTE,2025-01-01
81591,81,ARAUCA,591,PUERTO RONDÓN,2025-01-01
15514,15,BOYACÁ,514,PÁEZ,2025-01-01
15135,15,BOYACÁ,135,CAMPOHERMOSO,2025-01-01
15090,15,BOYACÁ,90,BERBEO,2025-01-01
15660,15,BOYACÁ,660,SAN EDUARDO,2025-01-01
85015,85,CASANARE,15,CHÁMEZA,2025-01-01
68370,68,SANTANDER,370,JORDÁN,2025-01-01
68121,68,SANTANDER,121,CABRERA,2025-01-01
73622,73,TOLIMA,622,RONCESVALLES,2025-01-01
73270,73,TOLIMA,270,FALAN,2025-01-01
68320,68,SANTANDER,320,GUADALUPE,2025-01-01
73461,73,TOLIMA,461,MURILLO,2025-01-01
68368,68,SANTANDER,368,JESÚS MARÍA,2025-01-01
25823,25,CUNDINAMARCA,823,TOPAIPÍ,2025-01-01
25871,25,CUNDINAMARCA,871,VILLAGÓMEZ,2025-01-01
25518,25,CUNDINAMARCA,518,PAIME,2025-01-01
15401,15,BOYACÁ,401,LA VICTORIA,2025-01-01
94343,94,GUAINÍA,343,BARRANCOMINAS,2025-01-01
25398,25,CUNDINAMARCA,398,LA PEÑA,2025-01-01
68780,68,SANTANDER,780,SURATÁ,2025-01-01
68169,68,SANTANDER,169,CHARTA,2025-01-01
25339,25,CUNDINAMARCA,339,GUTIÉRREZ,2025-01-01
15673,15,BOYACÁ,673,SAN MATEO,2025-01-01
15332,15,BOYACÁ,332,GÜICÁN DE LA SIERRA,2025-01-01
68745,68,SANTANDER,745,SIMACOTA,2025-01-01
68524,68,SANTANDER,524,PALMAS DEL SOCORRO,2025-01-01
68522,68,SANTANDER,522,PALMAR,2025-01-01
85400,85,CASANARE,400,TÁMARA,2025-01-01
85225,85,CASANARE,225,NUNCHÍA,2025-01-01
25168,25,CUNDINAMARCA,168,CHAGUANÍ,2025-01-01
85136,85,CASANARE,136,LA SALINA,2025-01-01
68686,68,SANTANDER,686,SAN MIGUEL,2025-01-01
25328,25,CUNDINAMARCA,328,GUAYABAL DE SÍQUIMA,2025-01-01
52258,52,NARIÑO,258,EL TABLÓN DE GÓMEZ,2025-01-01
68498,68,SANTANDER,498,OCAMONTE,2025-01-01
25438,25,CUNDINAMARCA,438,MEDINA,2025-01-01
19022,19,CAUCA,22,ALMAGUER,2025-01-01
19693,19,CAUCA,693,SAN SEBASTIÁN,2025-01-01
73686,73,TOLIMA,686,SANTA ISABEL,2025-01-01
99624,99,VICHADA,624,SANTA ROSALÍA,2025-01-01
